	z-dna_#	z-dna.slop100_#	z-dna.slop200_#	z-dna_%	z-dna.slop100_%	z-dna.slop200_%	quadruplex_#	quadruplex.slop100_#	quadruplex.slop200_#	quadruplex_%	quadruplex.slop100_%	quadruplex.slop200_%	sidd_#	sidd.slop100_#	sidd.slop200_#	sidd_%	sidd.slop100_%	sidd.slop200_%	h-dna_#	h-dna.slop100_#	h-dna.slop200_#	h-dna_%	h-dna.slop100_%	h-dna.slop200_%
miR-136	0	203	559	0.0	0.8100881918671934	2.230735464304242	5	329	808	0.024687700587567273	1.6244506986619267	3.9895324149508715	164	453	789	1.0721757322175733	2.961558577405858	5.158211297071129	5	301	576	0.029239766081871347	1.760233918128655	3.3684210526315788
miR-149	0	681	1521	0.0	2.7175864958697473	6.0696755656650305	20	656	1261	0.09875080235026909	3.2390263170888263	6.226238088184466	44	310	575	0.28765690376569036	2.0266736401673637	3.759152719665272	9	306	677	0.05263157894736842	1.789473684210526	3.9590643274853803
miR-151a	6	635	1224	0.023943493355680592	2.534019713476196	4.884472644558842	5	460	927	0.024687700587567273	2.271268454056189	4.577099688934973	97	269	448	0.634152719665272	1.7586297071129706	2.928870292887029	48	414	744	0.2807017543859649	2.4210526315789473	4.350877192982456
miR-154	0	200	453	0.0	0.7981164451893532	1.8077337483538847	6	137	306	0.029625240705080727	0.6764429960993433	1.5108872759591172	216	453	660	1.4121338912133892	2.961558577405858	4.314853556485356	0	150	351	0.0	0.8771929824561403	2.0526315789473686
miR-185	0	621	1393	0.0	2.4781515623129415	5.558881040743844	251	1165	1814	1.2393225694958772	5.752234236903175	8.956697773169408	168	652	1109	1.0983263598326358	4.26255230125523	7.250261506276151	915	2858	3492	5.350877192982456	16.71345029239766	20.42105263157895
miR-188	0	187	460	0.0	0.7462388762520452	1.835667823935512	63	334	1016	0.3110650274033476	1.649138399249494	5.01654075939367	227	490	703	1.4840481171548117	3.2034518828451883	4.595972803347281	5	298	709	0.029239766081871347	1.7426900584795322	4.146198830409356
miR-224	0	232	426	0.0	0.9258150764196496	1.6999880282533222	1	124	302	0.0049375401175134545	0.6122549745716684	1.4911371154890634	105	253	386	0.6864539748953975	1.6540271966527198	2.5235355648535567	0	106	253	0.0	0.6198830409356726	1.4795321637426901
miR-296	35	1106	2113	0.1396703779081368	4.413583941897123	8.432100243425515	306	1421	3321	1.5108872759591172	7.016244506986618	16.397570730262185	102	571	1437	0.6668410041841004	3.733002092050209	9.394612970711297	1	347	745	0.0058479532163742695	2.0292397660818713	4.35672514619883
miR-299	27	557	974	0.10774572010056266	2.2227542998523484	3.88682708807215	75	403	736	0.3703155088135091	1.9898286673579222	3.6340295264899027	171	525	776	1.1179393305439331	3.4322698744769875	5.073221757322176	0	230	555	0.0	1.345029239766082	3.245614035087719
miR-323a	0	144	267	0.0	0.5746438405363342	1.0654854543277863	0	69	150	0.0	0.3406902681084284	0.7406310176270182	106	191	302	0.6929916317991631	1.2486924686192469	1.9743723849372385	0	66	154	0.0	0.3859649122807018	0.9005847953216375
miR-324	15	454	862	0.05985873338920149	1.8117243305798316	3.439881878766112	59	494	908	0.29131486693329384	2.4391448180516466	4.483286426702217	51	260	414	0.3334205020920502	1.6997907949790794	2.706589958158996	0	212	598	0.0	1.2397660818713452	3.4970760233918132
miR-328	0	407	888	0.0	1.6241669659603337	3.543637016640728	280	2036	2514	1.3825112329037672	10.052831679257395	12.412975855428824	41	2088	2349	0.26804393305439334	13.65062761506276	15.356956066945607	0	314	1014	0.0	1.8362573099415205	5.9298245614035086
miR-329/362	841	2203	2995	3.35607965202123	8.791252643760725	11.951793766710562	92	546	1090	0.45425369081123784	2.6958969041623466	5.381918728089666	187	788	1249	1.2225418410041842	5.151673640167364	8.165533472803348	0	366	839	0.0	2.1403508771929824	4.906432748538012
miR-330	7	1288	2670	0.02793407558162736	5.139869907019435	10.654854543277864	108	1222	3188	0.5332543326914532	6.033674023601441	15.740877894632893	338	1071	2422	2.2097280334728033	7.001830543933055	15.834205020920503	0	608	1476	0.0	3.5555555555555554	8.631578947368421
miR-331	5	653	1275	0.019952911129733828	2.6058501935432377	5.087992338082127	136	875	1512	0.6715054559818299	4.320347602824273	7.465560657680344	31	276	600	0.2026673640167364	1.8043933054393304	3.922594142259414	0	225	502	0.0	1.3157894736842104	2.935672514619883
miR-335	5	342	829	0.019952911129733828	1.3647791212737939	3.3081926653098686	4	456	1043	0.019750160470053818	2.2515182935861358	5.149854342566533	62	248	969	0.4053347280334728	1.6213389121338913	6.334989539748954	2	211	445	0.011695906432748539	1.2339181286549707	2.6023391812865495
miR-339	2	421	906	0.007981164451893532	1.6800351171235886	3.6154674967077693	217	802	1206	1.0714462055004197	3.9599071742457905	5.954673381721227	65	546	715	0.42494769874476984	3.569560669456067	4.674424686192468	48	416	739	0.2807017543859649	2.4327485380116958	4.321637426900585
miR-342	437	1887	2515	1.7438844327387366	7.530228660361547	10.036314298256116	10	329	647	0.049375401175134545	1.6244506986619267	3.1945884560312052	98	439	672	0.6406903765690377	2.870031380753138	4.393305439330543	2	349	625	0.011695906432748539	2.04093567251462	3.654970760233918
miR-346	12	334	664	0.047886986711361185	1.3328544634662198	2.6497465980286523	8	318	630	0.039500320940107636	1.5701377573692787	3.1106502740334765	36	238	474	0.23535564853556487	1.5559623430962344	3.098849372384937	0	155	384	0.0	0.9064327485380117	2.245614035087719
miR-361	0	94	217	0.0	0.37511472923899597	0.8659563430304482	1	268	464	0.0049375401175134545	1.323260751493606	2.291018614526243	153	360	835	1.0002615062761506	2.3535564853556483	5.458943514644352	0	98	360	0.0	0.5730994152046783	2.1052631578947367
miR-369	0	81	181	0.0	0.32323716030168803	0.7222953828963646	0	39	150	0.0	0.19256406458302472	0.7406310176270182	215	328	453	1.4055962343096233	2.1443514644351467	2.961558577405858	0	68	177	0.0	0.39766081871345027	1.0350877192982455
miR-371 (290)	0	220	461	0.0	0.8779280897082884	1.839658406161459	6	139	318	0.029625240705080727	0.6863180763343703	1.5701377573692787	88	280	446	0.5753138075313807	1.8305439330543933	2.915794979079498	1	123	295	0.0058479532163742695	0.7192982456140351	1.7251461988304093
miR-374	0	155	337	0.0	0.6185402450217486	1.34482621014406	0	115	299	0.0	0.5678171135140473	1.4763244951365229	698	870	1079	4.563284518828452	5.68776150627615	7.05413179916318	0	203	415	0.0	1.1871345029239766	2.426900584795322
miR-376ab	0	106	234	0.0	0.4230017159503572	0.9337962408715431	0	378	546	0.0	1.866390164420086	2.6958969041623466	138	687	890	0.9021966527196652	4.491370292887029	5.818514644351464	0	144	364	0.0	0.8421052631578947	2.128654970760234
miR-376c	5	379	645	0.019952911129733828	1.512430663633824	2.573925535735664	0	96	237	0.0	0.47400385128129163	1.1701970078506887	173	416	638	1.1310146443514644	2.7196652719665275	4.17102510460251	0	169	346	0.0	0.9883040935672515	2.0233918128654973
miR-377	425	2199	2764	1.6959974460273752	8.775290314856937	11.02996927251686	1	230	527	0.0049375401175134545	1.1356342270280946	2.6020836419295907	165	530	819	1.078713389121339	3.464958158995816	5.3543410041841	0	369	710	0.0	2.1578947368421053	4.152046783625731
miR-378a	0	326	664	0.0	1.3009298056586456	2.6497465980286523	6	323	627	0.029625240705080727	1.5948254579568457	3.095837653680936	80	261	469	0.5230125523012552	1.706328451882845	3.0661610878661087	0	178	406	0.0	1.0409356725146197	2.374269005847953
miR-379	0	164	363	0.0	0.6544554850552695	1.4485813480186758	5	165	399	0.024687700587567273	0.81469411938972	1.9700785068878686	162	333	574	1.0591004184100419	2.177039748953975	3.7526150627615067	0	115	306	0.0	0.672514619883041	1.789473684210526
miR-381	2	120	259	0.007981164451893532	0.4788698671136119	1.0335607965202123	1	50	173	0.0049375401175134545	0.24687700587567274	0.8541944403298276	132	306	489	0.8629707112970711	2.0005230125523012	3.1969142259414225	0	86	236	0.0	0.5029239766081871	1.3801169590643274
miR-382	1	257	579	0.003990582225946766	1.0255796320683188	2.3105471088231773	0	184	444	0.0	0.9085073816224757	2.1922678121759738	293	571	875	1.9155334728033473	3.733002092050209	5.720449790794979	0	192	510	0.0	1.1228070175438596	2.982456140350877
miR-409	0	198	525	0.0	0.7901352807374596	2.095055668622052	6	219	815	0.029625240705080727	1.0813212857354466	4.024095195773466	297	611	1208	1.9416841004184102	3.9945083682008367	7.897489539748954	0	187	439	0.0	1.0935672514619883	2.5672514619883042
miR-410	0	109	214	0.0	0.4349734626281974	0.8539845963526079	0	70	176	0.0	0.3456278082259418	0.8690070606823681	213	374	501	1.392520920502092	2.4450836820083683	3.275366108786611	0	56	214	0.0	0.32748538011695905	1.2514619883040934
miR-411	0	138	331	0.0	0.5507003471806536	1.3208827167883794	0	173	391	0.0	0.8541944403298276	1.9305781859477609	136	335	591	0.889121338912134	2.1901150627615062	3.863755230125523	0	281	521	0.0	1.6432748538011694	3.046783625730994
miR-412	0	39	94	0.0	0.15563270681192387	0.37511472923899597	1	53	98	0.0049375401175134545	0.2616896262282131	0.4838789315163186	1	12	40	0.00653765690376569	0.07845188284518828	0.2615062761506276	0	17	34	0.0	0.09941520467836257	0.19883040935672514
miR-421	0	139	376	0.0	0.5546909294066005	1.5004589169559839	0	111	292	0.0	0.5480669530439934	1.4417617143139287	110	310	488	0.7191422594142259	2.0266736401673637	3.190376569037657	0	106	277	0.0	0.6198830409356726	1.6198830409356726
miR-423	18	1142	2236	0.07183048006704178	4.557244902031207	8.922941857216967	322	1406	2222	1.5898879178393326	6.942181405223917	10.971214141114896	37	276	511	0.24189330543933052	1.8043933054393304	3.3407426778242675	34	479	872	0.19883040935672514	2.801169590643275	5.099415204678363
miR-431	0	210	411	0.0	0.8380222674488208	1.6401292948641206	2	566	728	0.009875080235026909	2.7946477065126154	3.594529205549795	45	664	770	0.29419456066945604	4.341004184100418	5.033995815899582	0	96	325	0.0	0.5614035087719298	1.9005847953216373
miR-433	0	182	353	0.0	0.7262859651223114	1.4086755257592083	0	77	222	0.0	0.38019058904853603	1.0961339060879869	189	417	641	1.2356171548117154	2.726202928870293	4.1906380753138075	0	138	339	0.0	0.8070175438596492	1.9824561403508771
miR-448	85	629	953	0.3391994892054751	2.5100762201205153	3.803024861327268	1	578	2011	0.0049375401175134545	2.853898187922777	9.929393176319557	262	498	2718	1.712866108786611	3.2557531380753137	17.769351464435147	0	164	613	0.0	0.9590643274853801	3.5847953216374266
miR-450a	0	49	115	0.0	0.19553852907139152	0.458916955983878	0	55	102	0.0	0.27156470646324	0.5036290919863724	20	45	60	0.1307531380753138	0.29419456066945604	0.3922594142259414	0	17	38	0.0	0.09941520467836257	0.2222222222222222
miR-452	0	144	346	0.0	0.5746438405363342	1.380741450177581	1	110	322	0.0049375401175134545	0.54312941292648	1.5898879178393326	220	400	613	1.4382845188284519	2.615062761506276	4.007583682008368	0	205	408	0.0	1.198830409356725	2.3859649122807016
miR-483	3	579	1272	0.011971746677840296	2.3105471088231773	5.076020591404286	35	1052	1586	0.1728139041129709	5.194292203624155	7.83093862637634	128	1361	1810	0.8368200836820083	8.897751046025103	11.8331589958159	35	781	1492	0.20467836257309943	4.567251461988304	8.725146198830409
miR-485	1	970	1806	0.003990582225946766	3.8708647591683625	7.206991500059859	47	885	1637	0.2320643855231324	4.3697230039994075	8.082753172369525	52	353	634	0.33995815899581594	2.3077928870292888	4.144874476987448	8	410	785	0.046783625730994156	2.39766081871345	4.590643274853801
miR-486	7	193	467	0.02793407558162736	0.7701823696077258	1.8636018995171395	18	1373	1586	0.0888757221152422	6.779242581345973	7.83093862637634	69	1538	1814	0.4510983263598326	10.054916317991632	11.859309623430962	0	112	575	0.0	0.6549707602339181	3.3625730994152043
miR-487b	1	11	22	0.003990582225946766	0.043896404485414424	0.08779280897082885	0	14	27	0.0	0.06912556164518836	0.1333135831728633	4	10	16	0.02615062761506276	0.0653765690376569	0.10460251046025104	0	4	10	0.0	0.023391812865497078	0.058479532163742694
miR-488	0	185	512	0.0	0.7382577118001517	2.043178099684744	5	192	469	0.024687700587567273	0.9480077025625833	2.31570631511381	138	394	603	0.9021966527196652	2.575836820083682	3.9422071129707117	2	190	463	0.011695906432748539	1.1111111111111112	2.7076023391812862
miR-491	11	783	1347	0.043896404485414424	3.1246258829163174	5.375314258350293	391	1197	1779	1.9305781859477609	5.910235520663605	8.783883869056435	95	768	1025	0.6210774058577405	5.02092050209205	6.701098326359832	35	479	935	0.20467836257309943	2.801169590643275	5.4678362573099415
miR-493	78	724	1286	0.31126541362384774	2.8891815315854585	5.131888742567541	5	259	572	0.024687700587567273	1.2788228904359848	2.8242729472176964	239	609	934	1.5625	3.9814330543933054	6.106171548117155	0	222	626	0.0	1.2982456140350878	3.6608187134502925
miR-494	0	198	407	0.0	0.7901352807374596	1.6241669659603337	0	97	291	0.0	0.4789413913988051	1.4368241741964154	198	400	635	1.2944560669456067	2.615062761506276	4.151412133891213	1	152	349	0.0058479532163742695	0.8888888888888888	2.04093567251462
miR-495	0	228	578	0.0	0.9098527475158626	2.3065565265972308	1	189	453	0.0049375401175134545	0.933195082210043	2.236705673233595	471	703	962	3.0792364016736404	4.595972803347281	6.289225941422593	18	259	559	0.10526315789473684	1.5146198830409356	3.2690058479532165
miR-496	0	209	367	0.0	0.834031685222874	1.464543676922463	1	101	244	0.0049375401175134545	0.49869155186885894	1.204759788673283	178	353	545	1.1637029288702927	2.3077928870292888	3.5630230125523012	0	115	263	0.0	0.672514619883041	1.5380116959064327
miR-501/502	34	253	449	0.13567979568219002	1.0096173031645317	1.791771419450098	13	212	353	0.06418802152767492	1.0467585049128525	1.7429516614822493	34	164	388	0.2222803347280335	1.0721757322175733	2.536610878661088	0	62	194	0.0	0.3625730994152047	1.1345029239766082
miR-503	0	797	1417	0.0	3.180494034079572	5.654655014166567	5	414	789	0.024687700587567273	2.04414160865057	3.8957191527181156	10	109	209	0.0653765690376569	0.7126046025104603	1.3663702928870294	0	99	203	0.0	0.5789473684210527	1.1871345029239766
miR-504	2	475	1081	0.007981164451893532	1.8955265573247135	4.313819386248453	73	669	1215	0.3604404285784822	3.303214338616501	5.999111242778848	36	394	642	0.23535564853556487	2.575836820083682	4.197175732217573	0	159	460	0.0	0.9298245614035089	2.690058479532164
miR-505	0	201	436	0.0	0.8021070274152999	1.7398938505127897	1	133	348	0.0049375401175134545	0.6566928356292895	1.7182639608946824	127	390	577	0.8302824267782427	2.549686192468619	3.7722280334728033	0	124	331	0.0	0.7251461988304094	1.935672514619883
miR-532	19	769	1665	0.07582106229298854	3.0687577317530628	6.644319406201364	422	2192	2997	2.083641929590678	10.823087937589493	14.797807732187824	214	1862	2584	1.3990585774058577	12.173117154811715	16.893305439330543	36	729	1607	0.21052631578947367	4.2631578947368425	9.397660818713451
miR-539	4	593	900	0.015962328903787064	2.366415259986432	3.591524003352089	0	81	215	0.0	0.3999407495185898	1.0615711252653928	153	304	494	1.0002615062761506	1.9874476987447698	3.2296025104602513	0	116	250	0.0	0.6783625730994152	1.461988304093567
miR-542	2	316	753	0.007981164451893532	1.2610239833991779	3.0049084161379147	5	293	584	0.024687700587567273	1.4466992544314423	2.8835234286278575	70	282	504	0.45763598326359833	1.8436192468619248	3.2949790794979084	0	159	360	0.0	0.9298245614035089	2.1052631578947367
miR-543	0	105	271	0.0	0.4190111337244104	1.0814477832315734	0	131	291	0.0	0.6468177553942626	1.4368241741964154	201	413	587	1.3140690376569037	2.70005230125523	3.8376046025104604	0	114	310	0.0	0.6666666666666667	1.8128654970760234
miR-544a	0	95	209	0.0	0.37910531146494275	0.834031685222874	0	70	189	0.0	0.3456278082259418	0.933195082210043	92	234	382	0.6014644351464435	1.5298117154811715	2.4973849372384938	0	89	210	0.0	0.5204678362573099	1.2280701754385965
miR-582	0	110	285	0.0	0.4389640448541442	1.1373159343948283	0	125	284	0.0	0.6171925146891818	1.402261393373821	192	403	606	1.2552301255230125	2.6346757322175733	3.9618200836820083	2	126	350	0.011695906432748539	0.7368421052631579	2.046783625730994
miR-615	4	876	1594	0.015962328903787064	3.4957500299293667	6.360988068159144	92	596	1058	0.45425369081123784	2.942773910038019	5.223917444329236	3	63	111	0.01961297071129707	0.41187238493723854	0.7256799163179917	1	68	176	0.0058479532163742695	0.39766081871345027	1.0292397660818713
miR-652	2	672	877	0.007981164451893532	2.6816712558362266	3.4997406121553136	1	120	243	0.0049375401175134545	0.5925048141016145	1.1998222485557697	9	83	151	0.05883891213389122	0.5426255230125523	0.9871861924686193	0	49	122	0.0	0.28654970760233917	0.7134502923976608
miR-653	0	170	398	0.0	0.6783989784109502	1.5882517259268127	0	93	278	0.0	0.4591912309287513	1.3726361526687405	256	475	750	1.6736401673640167	3.105387029288703	4.9032426778242675	0	159	367	0.0	0.9298245614035089	2.146198830409357
miR-655	0	121	277	0.0	0.4828604493395587	1.1053912765872542	0	74	225	0.0	0.36537796869599565	1.1109465264405272	294	439	607	1.922071129707113	2.870031380753138	3.968357740585774	0	99	271	0.0	0.5789473684210527	1.584795321637427
miR-665	0	712	1517	0.0	2.841294544874097	6.053713236761244	34	819	1519	0.16787636399545747	4.043845356243519	7.500123438502938	61	404	846	0.39879707112970714	2.6412133891213387	5.530857740585774	2	298	707	0.011695906432748539	1.7426900584795322	4.1345029239766085
miR-668	1	339	569	0.003990582225946766	1.3528073745959535	2.2706412865637096	3	135	302	0.014812620352540364	0.6665679158643164	1.4911371154890634	37	133	271	0.24189330543933052	0.8695083682008368	1.7717050209205019	1	100	224	0.0058479532163742695	0.5847953216374269	1.3099415204678362
miR-670	0	387	882	0.0	1.5443553214413983	3.5196935232850475	0	586	911	0.0	2.8933985088628846	4.498099047054757	540	931	1363	3.5303347280334725	6.0865585774058575	8.910826359832635	8	454	853	0.046783625730994156	2.654970760233918	4.988304093567251
miR-744	211	2063	3317	0.8420128496747675	8.232571132128177	13.236761243465423	476	1711	2486	2.3502690959364045	8.44813114106552	12.274724732138449	4	79	146	0.02615062761506276	0.5164748953974895	0.9544979079497908	9	143	303	0.05263157894736842	0.8362573099415205	1.7719298245614035
miR-758	0	141	331	0.0	0.5626720938584939	1.3208827167883794	2	81	209	0.009875080235026909	0.3999407495185898	1.031945884560312	93	365	525	0.6080020920502093	2.386244769874477	3.4322698744769875	0	73	196	0.0	0.42690058479532167	1.1461988304093567
miR-760	1	811	1691	0.003990582225946766	3.236362185242827	6.7480745440759815	36	800	1544	0.1777514442304844	3.950032094010764	7.623561941440775	47	389	710	0.30726987447698745	2.5431485355648533	4.64173640167364	0	215	612	0.0	1.2573099415204678	3.578947368421052
miR-874	13	633	1268	0.05187756893730795	2.5260385490243027	5.060058262500499	324	1099	1631	1.5997629980743593	5.426356589147287	8.053127931664445	75	822	1102	0.49032426778242677	5.3739539748953975	7.20449790794979	1	366	760	0.0058479532163742695	2.1403508771929824	4.444444444444445
miR-875	0	102	226	0.0	0.40703938704657006	0.9018715830639691	9	145	253	0.0444378610576211	0.7159433170394509	1.249197649730904	73	290	418	0.4772489539748954	1.8959205020920502	2.7327405857740588	1	106	255	0.0058479532163742695	0.6198830409356726	1.4912280701754386
miR-876	0	125	310	0.0	0.4988227782433457	1.2370804900434973	6	170	317	0.029625240705080727	0.8393818199772872	1.5652002172517652	115	269	406	0.7518305439330544	1.7586297071129706	2.6542887029288704	0	95	221	0.0	0.5555555555555556	1.2923976608187135
miR-1193	0	197	457	0.0	0.7861446985115128	1.8236960772576718	1	150	336	0.0049375401175134545	0.7406310176270182	1.6590134794845206	45	195	352	0.29419456066945604	1.2748430962343096	2.301255230125523	0	86	221	0.0	0.5029239766081871	1.2923976608187135
miR-1197	2	321	678	0.007981164451893532	1.2809768945289117	2.705614749191907	3	244	531	0.014812620352540364	1.204759788673283	2.6218338023996446	71	307	529	0.464173640167364	2.007060669456067	3.45842050209205	2	129	332	0.011695906432748539	0.7543859649122807	1.9415204678362572
miR-1249	17	286	522	0.06783989784109501	1.141306516620775	2.083083921944212	42	264	430	0.20737668493556508	1.303510591023552	2.1231422505307855	13	52	104	0.08498953974895398	0.33995815899581594	0.6799163179916319	2	50	95	0.011695906432748539	0.29239766081871343	0.5555555555555556
miR-1298	0	60	101	0.0	0.23943493355680595	0.4030488048206233	0	29	58	0.0	0.1431886634078902	0.2863773268157804	13	33	58	0.08498953974895398	0.2157426778242678	0.37918410041841005	0	16	38	0.0	0.09356725146198831	0.2222222222222222
