	z-dna_slop100>slop_#	z-dna_slop200>slop100_#	z-dna_slop100>slop_%	z-dna_slop200>slop100_%	quadruplex_slop100>slop_#	quadruplex_slop200>slop100_#	quadruplex_slop100>slop_%	quadruplex_slop200>slop100_%	sidd_slop100>slop_#	sidd_slop200>slop100_#	sidd_slop100>slop_%	sidd_slop200>slop100_%	h-dna_slop100>slop_#	h-dna_slop200>slop100_#	h-dna_slop100>slop_%	h-dna_slop200>slop100_%
142	186	279	0.7422482940260984	1.1133724410391475	1360	234	6.715054559818298	1.1553843874981484	1487	294	9.721495815899582	1.922071129707113	112	469	0.6549707602339181	2.742690058479532
143	10	11	0.039905822259467656	0.043896404485414424	14	13	0.06912556164518836	0.06418802152767492	6	6	0.03922594142259414	0.03922594142259414	4	6	0.023391812865497078	0.03508771929824561
144	185	329	0.7382577118001517	1.312901552336486	187	283	0.9233200019750161	1.3973238532563077	260	215	1.6997907949790794	1.4055962343096233	188	280	1.0994152046783625	1.6374269005847955
145	772	587	3.080729478430903	2.3424717666307515	836	631	4.127783538241248	3.11558781415099	679	267	4.439069037656903	1.7455543933054394	452	482	2.6432748538011697	2.8187134502923974
146	665	638	2.6537371802545993	2.5459914601540365	254	319	1.2541351898484174	1.5750752974867923	376	347	2.4581589958158996	2.2685669456066946	222	408	1.2982456140350878	2.3859649122807016
147	198	216	0.7901352807374596	0.8619657608045013	97	194	0.4789413913988051	0.9578827827976102	206	243	1.3467573221757323	1.588650627615063	151	198	0.8830409356725146	1.1578947368421053
148	228	359	0.9098527475158626	1.4326190191148889	188	278	0.9282575420925296	1.3726361526687405	248	277	1.6213389121338913	1.8109309623430963	246	311	1.4385964912280702	1.8187134502923978
149	209	161	0.834031685222874	0.6424837383774293	100	145	0.4937540117513455	0.7159433170394509	181	200	1.18331589958159	1.307531380753138	115	150	0.672514619883041	0.8771929824561403
150	229	212	0.9138433297418094	0.8460034319007144	202	146	0.9973831037377179	0.7208808571569644	130	228	0.8498953974895397	1.4905857740585775	62	134	0.3625730994152047	0.783625730994152
151	797	674	3.180494034079572	2.68965242028812	409	398	2.019453908063003	1.965140966770355	99	102	0.6472280334728033	0.6668410041841004	99	108	0.5789473684210527	0.631578947368421
152	473	621	1.8875453928728203	2.4781515623129415	599	575	2.9575865303905595	2.8390855675702364	358	258	2.340481171548117	1.6867154811715481	159	305	0.9298245614035089	1.7836257309941521
153	201	241	0.8021070274152999	0.9617303164531705	132	217	0.651755295511776	1.0714462055004197	268	198	1.752092050209205	1.2944560669456067	124	211	0.7251461988304094	1.2339181286549707
154	750	943	2.9929366694600743	3.7631190390677998	1856	926	9.164074458104972	4.572162148817458	1685	831	11.015951882845188	5.432792887029288	701	951	4.099415204678363	5.56140350877193
155	591	440	2.3584340955345384	1.7558561794165768	81	136	0.3999407495185898	0.6715054559818299	153	195	1.0002615062761506	1.2748430962343096	116	138	0.6783625730994152	0.8070175438596492
156	314	446	1.2530428189472844	1.7797996727722574	289	300	1.4269490939613885	1.4812620352540364	215	231	1.4055962343096233	1.5101987447698746	159	202	0.9298245614035089	1.1812865497076024
157	105	171	0.4190111337244104	0.6823895606368969	131	161	0.6468177553942626	0.7949439589196663	215	182	1.4055962343096233	1.1898535564853556	114	196	0.6666666666666667	1.1461988304093567
158	95	115	0.37910531146494275	0.458916955983878	70	119	0.3456278082259418	0.5875672739841011	143	150	0.9348849372384936	0.9806485355648535	89	122	0.5204678362573099	0.7134502923976608
159	110	177	0.4389640448541442	0.7063330539925775	125	160	0.6171925146891818	0.7900064188021527	214	211	1.3990585774058577	1.3794456066945606	124	227	0.7251461988304094	1.327485380116959
160	872	779	3.4797877010255793	3.1086635540125305	515	499	2.542833160519429	2.4638325186392143	60	49	0.3922594142259414	0.32034518828451886	67	111	0.391812865497076	0.6491228070175439
161	670	212	2.6736900913843327	0.8460034319007144	119	125	0.5875672739841011	0.6171925146891818	74	70	0.48378661087866104	0.45763598326359833	49	73	0.28654970760233917	0.42690058479532167
162	170	231	0.6783989784109502	0.9218244941937028	93	185	0.4591912309287513	0.913444921739989	226	285	1.477510460251046	1.8632322175732217	159	219	0.9298245614035089	1.280701754385965
163	121	162	0.4828604493395587	0.6464743206033761	74	151	0.36537796869599565	0.7455685577445317	147	173	0.9610355648535565	1.1310146443514644	99	174	0.5789473684210527	1.0175438596491229
164	712	838	2.841294544874097	3.3441079053433893	791	751	3.905594232953143	3.7080926282526043	346	451	2.2620292887029287	2.9484832635983267	296	431	1.7309941520467838	2.5204678362573096
165	338	231	1.3488167923700067	0.9218244941937028	132	169	0.651755295511776	0.8344442798597739	96	140	0.6276150627615062	0.9152719665271967	99	125	0.5789473684210527	0.7309941520467835
166	387	506	1.5443553214413983	2.0192346063290634	586	343	2.8933985088628846	1.693576260307115	406	458	2.6542887029288704	2.9942468619246863	447	408	2.614035087719298	2.3859649122807016
167	1912	1644	7.629993216010216	6.5605171794564825	1404	1084	6.9323063249888905	5.3522934873845855	75	70	0.49032426778242677	0.45763598326359833	137	182	0.801169590643275	1.064327485380117
168	141	194	0.5626720938584939	0.7741729518336725	79	128	0.39006566928356295	0.6320051350417222	276	163	1.8043933054393304	1.0656380753138075	73	124	0.42690058479532167	0.7251461988304094
169	810	920	3.23237160301688	3.671335647871024	765	780	3.777218189897793	3.8512812916604946	342	337	2.2358786610878663	2.203190376569038	215	403	1.2573099415204678	2.3567251461988303
170	620	665	2.4741609800869946	2.6537371802545993	827	696	4.083345677183627	3.4365279217893647	752	295	4.916317991631799	1.9286087866108785	365	411	2.1345029239766085	2.4035087719298245
171	102	126	0.40703938704657006	0.5028133604692925	136	108	0.6715054559818299	0.5332543326914532	217	132	1.4186715481171548	0.8629707112970711	105	150	0.6140350877192983	0.8771929824561403
172	125	185	0.4988227782433457	0.7382577118001517	164	149	0.8097565792722066	0.7356934775095048	155	143	1.0133368200836819	0.9348849372384936	95	127	0.5555555555555556	0.7426900584795322
173	197	263	0.7861446985115128	1.0495231254239994	149	189	0.7356934775095048	0.933195082210043	151	159	0.9871861924686193	1.0394874476987448	86	137	0.5029239766081871	0.801169590643275
174	319	369	1.2729957300770183	1.4725248413743566	241	291	1.1899471683207425	1.4368241741964154	240	229	1.5690376569037656	1.4971234309623431	127	206	0.7426900584795322	1.2046783625730995
175	269	243	1.07346661877968	0.9697114809050641	223	169	1.1010714462055005	0.8344442798597739	39	52	0.2549686192468619	0.33995815899581594	49	45	0.28654970760233917	0.2631578947368421
176	60	41	0.23943493355680595	0.16361387126381738	29	29	0.1431886634078902	0.1431886634078902	20	25	0.1307531380753138	0.16344142259414224	16	22	0.09356725146198831	0.1286549707602339
